resume_index,actual_job_role,rank,recommended_job_role,semantic_similarity
2787,Accountant,5,Quality Assurance Manager,40.84
2788,Meteorologist,1,Meteorologist,59.53
2788,Meteorologist,2,Data Scientist,48.5
2788,Meteorologist,3,Academic Data Analyst,47.8
2788,Meteorologist,4,Data Engineer,44.3
2788,Meteorologist,5,Analytics Engineer,43.17
2789,Animator,1,Instructional Designer,43.73
2789,Animator,2,Animator,43.55
2789,Animator,3,Software Engineer,37.05
2789,Animator,4,Learning & Development Manager,36.51
2789,Animator,5,Game Developer,36.45
2790,SAS Programmer,1,SAS Programmer,68.93
2790,SAS Programmer,2,Analytics Engineer,51.7
2790,SAS Programmer,3,Data Engineer,51.13
2790,SAS Programmer,4,Data Analyst,50.21
2790,SAS Programmer,5,Data Scientist,49.68
2791,Broadcast Technician,1,Broadcast Technician,58.34
2791,Broadcast Technician,2,IT Field Technician,48.83
2791,Broadcast Technician,3,Software Engineer,48.06
2791,Broadcast Technician,4,Network Engineer,43.73
2791,Broadcast Technician,5,Technical Support Specialist,43.05
2792,Nutritionist,1,Nutritionist,42.99
2792,Nutritionist,2,Tableau Specialist,35.01
2792,Nutritionist,3,Restaurant Manager,33.37
2792,Nutritionist,4,Food Scientist,32.79
2792,Nutritionist,5,Management Consultant,32.62
2793,Financial Analyst,1,Financial Analyst,50.29
2793,Financial Analyst,2,Software Engineer,46.7
2793,Financial Analyst,3,Python Developer,46.36
2793,Financial Analyst,4,Investment Banking Analyst,45.66
2793,Financial Analyst,5,Software Test Engineer,45.22
2794,Informatica Developer,1,Oracle Applications Developer,62.14
2794,Informatica Developer,2,Data Engineer,52.52
2794,Informatica Developer,3,Software Test Engineer,51.56
2794,Informatica Developer,4,SAP Developer,51.53
2794,Informatica Developer,5,Oracle DBA,51.36
2795,Hadoop Developer,1,Hadoop Developer,57.2
2795,Hadoop Developer,2,Data Engineer,52.93
2795,Hadoop Developer,3,Data Scientist,49.16
2795,Hadoop Developer,4,Software Engineer,41.62
2795,Hadoop Developer,5,Spark Developer,39.42
2796,Instructional Designer,1,Instructional Designer,61.02
2796,Instructional Designer,2,Learning & Development Manager,50.21
2796,Instructional Designer,3,Web Designer,45.19
2796,Instructional Designer,4,Software Engineer,43.78
2796,Instructional Designer,5,Ruby Developer,42.56
2797,Frontend Developer,1,Scrum Master,53.48
2797,Frontend Developer,2,Software Engineer,48.12
2797,Frontend Developer,3,Web Designer,47.68
2797,Frontend Developer,4,Project Engineer,47.0
2797,Frontend Developer,5,Solutions Engineer,46.13
2798,Retail Manager,1,Management Consultant,46.6
2798,Retail Manager,2,Learning & Development Manager,45.24
2798,Retail Manager,3,Pre-Sales Engineer,44.08
2798,Retail Manager,4,Logistics Manager,43.63
2798,Retail Manager,5,Retail Manager,43.63
2799,Tableau Specialist,1,Analytics Engineer,53.09
2799,Tableau Specialist,2,Data Engineer,50.62
2799,Tableau Specialist,3,Data Analyst,46.5
2799,Tableau Specialist,4,Data Scientist,44.92
2799,Tableau Specialist,5,Academic Data Analyst,44.84
2800,Office Manager,1,Learning & Development Manager,48.02
2800,Office Manager,2,Administrative Assistant,46.06
2800,Office Manager,3,Executive Assistant,45.72
2800,Office Manager,4,Management Consultant,45.64
2800,Office Manager,5,Business Development Manager,41.83
2801,Pastry Chef,1,Chef,49.72
2801,Pastry Chef,2,Restaurant Manager,46.46
2801,Pastry Chef,3,Pastry Chef,44.72
2801,Pastry Chef,4,Head Chef,40.79
2801,Pastry Chef,5,Food Scientist,40.63
2802,Magento Developer,1,Financial Analyst,47.06
2802,Magento Developer,2,Data Engineer,45.23
2802,Magento Developer,3,Analytics Engineer,44.92
2802,Magento Developer,4,Academic Data Analyst,44.81
2802,Magento Developer,5,Data Scientist,44.1
2803,Event Coordinator,1,Management Consultant,54.46
2803,Event Coordinator,2,Learning & Development Manager,50.77
2803,Event Coordinator,3,Quality Assurance Manager,48.36
2803,Event Coordinator,4,Business Development Manager,45.96
2803,Event Coordinator,5,Procurement Manager,45.87
2804,Account Executive,1,Management Consultant,51.42
2804,Account Executive,2,Learning & Development Manager,46.87
2804,Account Executive,3,Marketing Manager,44.82
2804,Account Executive,4,Business Development Manager,44.43
2804,Account Executive,5,Scrum Master,43.46
2805,Product Owner,1,Business Development Manager,56.3
2805,Product Owner,2,Learning & Development Manager,50.01
2805,Product Owner,3,Management Consultant,49.38
2805,Product Owner,4,Strategy Consultant,48.57
2805,Product Owner,5,Scrum Master,47.4
2806,Product Owner,1,Business Development Manager,52.44
2806,Product Owner,2,Scrum Master,50.07
2806,Product Owner,3,Learning & Development Manager,45.99
2806,Product Owner,4,Management Consultant,44.86
2806,Product Owner,5,Software Engineer,44.45
2807,Clinical Lab Scientist,1,Laboratory Manager,48.86
2807,Clinical Lab Scientist,2,Veterinary Technician,47.52
2807,Clinical Lab Scientist,3,Clinical Lab Scientist,47.3
2807,Clinical Lab Scientist,4,Safety Engineer,46.88
2807,Clinical Lab Scientist,5,Biomedical Engineer,45.44
2808,Software Architect,1,Cybersecurity Specialist,50.17
2808,Software Architect,2,Cybersecurity Analyst,50.04
2808,Software Architect,3,Systems Administrator,49.55
2808,Software Architect,4,Security Engineer,48.68
2808,Software Architect,5,Software Architect,47.88
2809,Military Officer,1,Security Engineer,45.0
2809,Military Officer,2,Database Administrator,43.75
2809,Military Officer,3,Safety Engineer,43.33
2809,Military Officer,4,QA Engineer,42.89
2809,Military Officer,5,Data Engineer,40.8
2810,Data Scientist,1,Data Scientist,51.68
2810,Data Scientist,2,Machine Learning Engineer,51.26
2810,Data Scientist,3,Data Engineer,50.94
2810,Data Scientist,4,Data Analyst,48.05
2810,Data Scientist,5,Academic Data Analyst,45.21
2811,Grant Writer,1,Grant Writer,46.36
2811,Grant Writer,2,Instructional Designer,38.91
2811,Grant Writer,3,Web Designer,37.16
2811,Grant Writer,4,Salesforce Developer,37.08
2811,Grant Writer,5,DevOps Engineer,36.6
2812,Chief Marketing Officer,1,Chief Marketing Officer,53.56
2812,Chief Marketing Officer,2,Marketing Manager,52.63
2812,Chief Marketing Officer,3,Compliance Officer,49.81
2812,Chief Marketing Officer,4,Product Marketing Manager,48.75
2812,Chief Marketing Officer,5,Marketing Director,48.4
2813,Management Consultant,1,Strategy Consultant,50.68
2813,Management Consultant,2,Business Development Manager,49.89
2813,Management Consultant,3,Management Consultant,46.0
2813,Management Consultant,4,Business Consultant,42.98
2813,Management Consultant,5,Learning & Development Manager,42.38
2814,Digital Marketing Manager,1,Content Marketing Manager,54.81
2814,Digital Marketing Manager,2,Social Media Manager,48.66
2814,Digital Marketing Manager,3,Marketing Manager,47.44
2814,Digital Marketing Manager,4,Digital Marketing Manager,46.69
2814,Digital Marketing Manager,5,Email Marketing Specialist,46.35
2815,Public Administrator,1,Administrative Assistant,50.7
2815,Public Administrator,2,Public Administrator,50.55
2815,Public Administrator,3,Policy Advisor,47.67
2815,Public Administrator,4,Executive Assistant,47.34
2815,Public Administrator,5,Learning & Development Manager,47.33
2816,Sustainability Consultant,1,Business Development Manager,51.19
2816,Sustainability Consultant,2,Sustainability Consultant,47.55
2816,Sustainability Consultant,3,Learning & Development Manager,44.69
2816,Sustainability Consultant,4,Management Consultant,44.25
2816,Sustainability Consultant,5,Business Analyst,43.92
2817,Delivery Driver,1,Safety Engineer,41.87
2817,Delivery Driver,2,Software Test Engineer,41.53
2817,Delivery Driver,3,Compliance Officer,40.56
2817,Delivery Driver,4,Security Tester,40.15
2817,Delivery Driver,5,Learning & Development Manager,39.11
2818,Marketing Manager,1,Marketing Manager,50.73
2818,Marketing Manager,2,Product Marketing Manager,49.49
2818,Marketing Manager,3,Content Marketing Manager,46.39
2818,Marketing Manager,4,Strategy Consultant,45.91
2818,Marketing Manager,5,Digital Marketing Manager,45.33
2819,Administrative Assistant,1,Administrative Assistant,46.43
2819,Administrative Assistant,2,Software Engineer,46.41
2819,Administrative Assistant,3,Shell Script Developer,43.75
2819,Administrative Assistant,4,SAP Developer,42.5
2819,Administrative Assistant,5,TypeScript Developer,42.22
2820,Release Manager,1,Learning & Development Manager,54.53
2820,Release Manager,2,IT Project Manager,53.97
2820,Release Manager,3,Project Manager,49.77
2820,Release Manager,4,Software Engineer,49.31
2820,Release Manager,5,Project Engineer,49.09
2821,Pastry Chef,1,Pastry Chef,56.03
2821,Pastry Chef,2,Food Scientist,44.92
2821,Pastry Chef,3,Chef,41.55
2821,Pastry Chef,4,Agricultural Engineer,40.8
2821,Pastry Chef,5,Restaurant Manager,40.28
2822,Farmer,1,Business Development Manager,46.2
2822,Farmer,2,Operations Manager,45.91
2822,Farmer,3,Solutions Engineer,45.85
2822,Farmer,4,Learning & Development Manager,45.08
2822,Farmer,5,Management Consultant,44.3
2823,Training Manager,1,Learning & Development Manager,43.99
2823,Training Manager,2,SAS Programmer,42.67
2823,Training Manager,3,Scrum Master,40.87
2823,Training Manager,4,Strategy Consultant,40.66
2823,Training Manager,5,DevOps Engineer,39.57
2824,Delivery Driver,1,Scrum Master,43.96
2824,Delivery Driver,2,Strategy Consultant,37.04
2824,Delivery Driver,3,Safety Engineer,36.4
2824,Delivery Driver,4,Learning & Development Manager,33.77
2824,Delivery Driver,5,IT Field Technician,31.11
2825,Security Engineer,1,Security Engineer,48.63
2825,Security Engineer,2,Security Tester,45.85
2825,Security Engineer,3,Compliance Officer,43.42
2825,Security Engineer,4,Data Engineer,42.29
2825,Security Engineer,5,Cybersecurity Analyst,42.2
2826,Production Manager,1,Security Engineer,51.51
2826,Production Manager,2,Safety Engineer,51.42
2826,Production Manager,3,Solutions Engineer,49.36
2826,Production Manager,4,Operations Manager,48.96
2826,Production Manager,5,HR Operations Manager,47.94
2827,SEO Specialist,1,SEO Specialist,49.33
2827,SEO Specialist,2,Content Marketing Manager,45.12
2827,SEO Specialist,3,Scrum Master,44.47
2827,SEO Specialist,4,Academic Data Analyst,42.56
2827,SEO Specialist,5,Strategy Consultant,41.97
2828,Solutions Engineer,1,Solutions Engineer,54.42
2828,Solutions Engineer,2,Software Engineer,52.87
2828,Solutions Engineer,3,Electronics Engineer,51.53
2828,Solutions Engineer,4,Data Engineer,49.68
2828,Solutions Engineer,5,Software Test Engineer,48.07
2829,Veterinarian,1,Veterinarian,54.88
2829,Veterinarian,2,Veterinary Technician,54.85
2829,Veterinarian,3,Livestock Manager,46.27
2829,Veterinarian,4,Medical Technologist,44.63
2829,Veterinarian,5,Clinical Data Manager,43.2
2830,Structural Engineer,1,Civil Engineer,61.31
2830,Structural Engineer,2,Structural Engineer,56.32
2830,Structural Engineer,3,Project Engineer,51.94
2830,Structural Engineer,4,Software Engineer,47.76
2830,Structural Engineer,5,Data Engineer,46.96
2831,Vice President,1,Business Development Manager,59.28
2831,Vice President,2,Learning & Development Manager,53.06
2831,Vice President,3,Management Consultant,52.26
2831,Vice President,4,Business Consultant,42.96
2831,Vice President,5,Business Analyst,41.84
2832,WordPress Developer,1,Magento Developer,51.16
2832,WordPress Developer,2,Drupal Developer,50.65
2832,WordPress Developer,3,WordPress Developer,49.56
2832,WordPress Developer,4,Web Designer,49.5
2832,WordPress Developer,5,PHP Developer,48.37
2833,Conservation Officer,1,Environmental Engineer,54.66
2833,Conservation Officer,2,Environmental Scientist,46.74
2833,Conservation Officer,3,Conservation Officer,45.65
2833,Conservation Officer,4,Software Engineer,41.5
2833,Conservation Officer,5,Sustainability Consultant,39.97
2834,Compensation & Benefits Manager,1,Solutions Engineer,46.48
2834,Compensation & Benefits Manager,2,Software Engineer,44.94
2834,Compensation & Benefits Manager,3,QA Engineer,44.47
2834,Compensation & Benefits Manager,4,Pre-Sales Engineer,44.31
2834,Compensation & Benefits Manager,5,Security Engineer,43.85
2835,Sports Commentator,1,Broadcast Technician,46.17
2835,Sports Commentator,2,Sports Agent,40.9
2835,Sports Commentator,3,Sports Manager,40.21
2835,Sports Commentator,4,IT Field Technician,35.73
2835,Sports Commentator,5,Sports Commentator,35.61
2836,Electrical Engineer,1,Electrical Engineer,56.77
2836,Electrical Engineer,2,Electronics Engineer,55.48
2836,Electrical Engineer,3,Security Engineer,54.34
2836,Electrical Engineer,4,Electrician,50.61
2836,Electrical Engineer,5,Solutions Engineer,49.68
2837,MongoDB Developer,1,MongoDB Developer,53.83
2837,MongoDB Developer,2,Analytics Engineer,41.71
2837,MongoDB Developer,3,Swift Developer,39.93
2837,MongoDB Developer,4,Tableau Specialist,39.8
2837,MongoDB Developer,5,Data Scientist,39.47
2838,DevOps Engineer,1,DevOps Engineer,49.57
2838,DevOps Engineer,2,Cloud Architect,46.48
2838,DevOps Engineer,3,IT Field Technician,42.71
2838,DevOps Engineer,4,DevSecOps Engineer,38.87
2838,DevOps Engineer,5,Data Engineer,38.67
2839,Truck Driver,1,Safety Engineer,41.58
2839,Truck Driver,2,Automotive Engineer,38.01
2839,Truck Driver,3,Jupyter Developer,36.34
2839,Truck Driver,4,QA Engineer,34.84
2839,Truck Driver,5,Compliance Officer,33.99
2840,Videographer,1,Instructional Designer,51.31
2840,Videographer,2,Redis Developer,44.44
2840,Videographer,3,Learning & Development Manager,39.99
2840,Videographer,4,Electrician,39.53
2840,Videographer,5,Training Specialist,38.07
2841,Restaurant Manager,1,Marketing Manager,52.25
2841,Restaurant Manager,2,Restaurant Manager,50.9
2841,Restaurant Manager,3,Customer Success Manager,49.65
2841,Restaurant Manager,4,Content Marketing Manager,47.8
2841,Restaurant Manager,5,Product Marketing Manager,46.48
2842,Angular Developer,1,TypeScript Developer,53.67
2842,Angular Developer,2,React Developer,52.23
2842,Angular Developer,3,MongoDB Developer,43.71
2842,Angular Developer,4,Angular Developer,39.04
2842,Angular Developer,5,Web Designer,34.94
2843,MongoDB Developer,1,Scrum Master,51.83
2843,MongoDB Developer,2,MongoDB Developer,48.98
2843,MongoDB Developer,3,Analytics Engineer,43.53
2843,MongoDB Developer,4,Academic Data Analyst,41.12
2843,MongoDB Developer,5,Data Scientist,39.74
2844,Medical Technologist,1,Quality Assurance Manager,45.55
2844,Medical Technologist,2,Medical Technologist,44.95
2844,Medical Technologist,3,IT Field Technician,44.61
2844,Medical Technologist,4,QA Engineer,44.05
2844,Medical Technologist,5,Software Test Engineer,41.96
2845,School Principal,1,Management Consultant,48.0
2845,School Principal,2,Learning & Development Manager,46.93
2845,School Principal,3,Business Development Manager,46.15
2845,School Principal,4,Strategy Consultant,42.47
2845,School Principal,5,Administrative Assistant,42.27
2846,Customer Service Representative,1,Customer Success Manager,47.73
2846,Customer Service Representative,2,Solutions Engineer,42.52
2846,Customer Service Representative,3,Management Consultant,40.88
2846,Customer Service Representative,4,Learning & Development Manager,40.51
2846,Customer Service Representative,5,Customer Service Representative,39.79
2847,Massage Therapist,1,Massage Therapist,58.75
2847,Massage Therapist,2,Occupational Therapist,41.66
2847,Massage Therapist,3,Counselor,38.96
2847,Massage Therapist,4,Social Worker,38.82
2847,Massage Therapist,5,HR Consultant,38.47
2848,Electrician,1,IT Field Technician,42.22
2848,Electrician,2,Safety Engineer,41.73
2848,Electrician,3,Solutions Engineer,41.35
2848,Electrician,4,QA Engineer,40.59
2848,Electrician,5,Security Engineer,40.47
2849,Physician,1,Medical Technologist,36.94
2849,Physician,2,Occupational Therapist,36.74
2849,Physician,3,TypeScript Developer,35.44
2849,Physician,4,Technical Support Specialist,34.72
2849,Physician,5,Software Test Engineer,34.7
2850,BI Analyst,1,Academic Data Analyst,54.3
2850,BI Analyst,2,Data Analyst,54.07
2850,BI Analyst,3,Data Engineer,53.19
2850,BI Analyst,4,Data Scientist,51.25
2850,BI Analyst,5,Tableau Specialist,50.1
2851,Sports Commentator,1,Journalist,45.8
2851,Sports Commentator,2,Writer,41.04
2851,Sports Commentator,3,Technical Writer,36.92
2851,Sports Commentator,4,Broadcast Technician,34.98
2851,Sports Commentator,5,Sports Agent,32.36
2852,Athlete,1,Athletic Trainer,46.78
2852,Athlete,2,Fitness Manager,40.5
2852,Athlete,3,Training Manager,40.19
2852,Athlete,4,Athlete,38.08
2852,Athlete,5,Talent Acquisition Specialist,33.96
2853,Power BI Developer,1,Academic Data Analyst,51.94
2853,Power BI Developer,2,Analytics Engineer,51.24
2853,Power BI Developer,3,Data Engineer,50.05
2853,Power BI Developer,4,Data Analyst,49.17
2853,Power BI Developer,5,Data Scientist,45.67
2854,Farm Manager,1,Agricultural Engineer,52.62
2854,Farm Manager,2,Business Development Manager,45.99
2854,Farm Manager,3,Farm Manager,45.59
2854,Farm Manager,4,Management Consultant,44.71
2854,Farm Manager,5,Learning & Development Manager,43.76
2855,Teacher,1,Instructional Designer,49.68
2855,Teacher,2,Learning & Development Manager,45.87
2855,Teacher,3,Software Engineer,39.37
2855,Teacher,4,Web Designer,38.33
2855,Teacher,5,Software Test Engineer,36.93
2856,Video Editor,1,Instructional Designer,44.1
2856,Video Editor,2,Swift Developer,40.63
2856,Video Editor,3,Web Designer,39.67
2856,Video Editor,4,Videographer,37.89
2856,Video Editor,5,Content Creator,36.99
2857,Healthcare Administrator,1,Healthcare Administrator,53.67
2857,Healthcare Administrator,2,Compliance Officer,49.7
2857,Healthcare Administrator,3,Management Consultant,48.87
2857,Healthcare Administrator,4,Nursing Manager,46.58
